#{"t_start": 1722321975.7467675, "env_id": "None"}
r,l,t,is_success,Fidelity
-130.0,130,716.247744,False,0.48244690895080566
-130.0,130,718.064537,False,0.5155225396156311
-130.0,130,720.000086,False,0.365111768245697
-130.0,130,721.883622,False,0.521666407585144
-130.0,130,723.800975,False,0.5233092904090881
-130.0,130,725.738882,False,0.8095726370811462
-130.0,130,728.541102,False,0.3435377776622772
-130.0,130,730.402032,False,0.34217825531959534
-130.0,130,732.270414,False,0.5370491147041321
-130.0,130,734.13064,False,0.6116441488265991
-130.0,130,736.079719,False,0.3342898488044739
-130.0,130,738.040708,False,0.5805472731590271
-191.0,191,742.950309,False,0.5367372035980225
-130.0,130,744.98514,False,0.34900280833244324
-130.0,130,746.943339,False,0.40084290504455566
-130.0,130,748.873954,False,0.8432753682136536
-130.0,130,750.887735,False,0.3613471984863281
-130.0,130,752.866845,False,0.6176753044128418
-130.0,130,754.83867,False,0.6508903503417969
-130.0,130,756.739726,False,0.6274976134300232
-130.0,130,758.741728,False,0.33251771330833435
-130.0,130,760.72862,False,0.67337965965271
-130.0,130,763.477598,False,0.3646145164966583
-130.0,130,765.497994,False,0.3788430690765381
-129.0,130,767.498253,True,0.9915225505828857
-130.0,130,769.456608,False,0.644716739654541
-130.0,130,771.505075,False,0.33156001567840576
-130.0,130,773.664806,False,0.5302651524543762
-130.0,130,775.761484,False,0.4829150140285492
-130.0,130,777.882293,False,0.43592479825019836
-130.0,130,779.997453,False,0.3561844825744629
-130.0,130,782.050256,False,0.8308243751525879
-130.0,130,784.184828,False,0.843817949295044
-130.0,130,786.233619,False,0.44541364908218384
-130.0,130,788.29199,False,0.37522780895233154
-84.0,85,789.651187,True,0.9911074042320251
-130.0,130,791.719252,False,0.5280646681785583
-72.0,73,792.948467,True,0.9907984137535095
-130.0,130,795.810546,False,0.3545193374156952
-130.0,130,797.729583,False,0.4087631404399872
-130.0,130,799.900036,False,0.844851553440094
-94.0,95,801.486036,True,0.9905052781105042
-130.0,130,803.642463,False,0.5851148366928101
-130.0,130,805.789378,False,0.46866726875305176
-130.0,130,807.897632,False,0.3470182418823242
-130.0,130,810.06631,False,0.8838284015655518
-130.0,130,812.1977,False,0.48310330510139465
-130.0,130,814.392136,False,0.3705194890499115
-130.0,130,816.614271,False,0.4592147767543793
-120.0,121,818.591631,True,0.9938386678695679
-130.0,130,820.697365,False,0.4421478807926178
-130.0,130,822.871182,False,0.9181919693946838
-130.0,130,825.109212,False,0.3393118977546692
-130.0,130,827.290955,False,0.3305887281894684
-130.0,130,830.400912,False,0.49337419867515564
-130.0,130,832.586109,False,0.404989629983902
-130.0,130,834.709116,False,0.9141780138015747
-130.0,130,837.012497,False,0.9784060120582581
-130.0,130,839.161015,False,0.3814893960952759
-130.0,130,841.641397,False,0.7795658707618713
-130.0,130,843.960397,False,0.38389134407043457
-130.0,130,846.23229,False,0.3442615568637848
-8.0,9,846.398335,True,0.9986996054649353
-130.0,130,848.546786,False,0.527977705001831
-130.0,130,850.61941,False,0.33852875232696533
-130.0,130,852.780067,False,0.5650381445884705
-130.0,130,854.981357,False,0.7898367047309875
-130.0,130,857.161309,False,0.45862168073654175
-130.0,130,859.437496,False,0.3448120355606079
-130.0,130,861.585032,False,0.8392441272735596
-130.0,130,863.683298,False,0.39670687913894653
-130.0,130,866.406301,False,0.6791236400604248
-130.0,130,868.495523,False,0.667813241481781
-130.0,130,870.578046,False,0.38698211312294006
-130.0,130,872.660753,False,0.4303949177265167
-130.0,130,874.753264,False,0.3704953193664551
-130.0,130,876.885132,False,0.3826327919960022
-130.0,130,879.135112,False,0.33403339982032776
-130.0,130,881.181853,False,0.6329947113990784
-130.0,130,883.462687,False,0.3306826949119568
-130.0,130,885.869113,False,0.33760613203048706
-130.0,130,888.189172,False,0.3606327772140503
-130.0,130,890.38539,False,0.3708406686782837
-130.0,130,892.476778,False,0.3836071491241455
-130.0,130,894.528232,False,0.4798804521560669
-130.0,130,896.607616,False,0.9416434168815613
-130.0,130,898.837966,False,0.3377094268798828
-130.0,130,902.032087,False,0.33171093463897705
-130.0,130,904.620241,False,0.6437616944313049
-130.0,130,907.041451,False,0.34675243496894836
-130.0,130,909.56219,False,0.7555811405181885
-130.0,130,912.108014,False,0.3602018356323242
-130.0,130,914.45325,False,0.5546602606773376
-130.0,130,916.798052,False,0.8091862201690674
-130.0,130,919.166487,False,0.7063531875610352
-130.0,130,921.646389,False,0.5595583915710449
-130.0,130,924.14842,False,0.33349815011024475
-130.0,130,926.700477,False,0.6867654919624329
-130.0,130,929.030952,False,0.8964510560035706
-130.0,130,931.402201,False,0.3639959990978241
-130.0,130,933.527786,False,0.7413255572319031
-130.0,130,935.58253,False,0.3800452649593353
-130.0,130,937.608045,False,0.7404893636703491
-130.0,130,940.358024,False,0.39003676176071167
-130.0,130,942.375853,False,0.34808123111724854
-130.0,130,944.498424,False,0.3478633761405945
-130.0,130,946.435135,False,0.6104704141616821
-130.0,130,948.401556,False,0.3695710003376007
-130.0,130,950.400956,False,0.4766594171524048
-130.0,130,952.414844,False,0.4351605474948883
-130.0,130,954.498064,False,0.46636152267456055
-130.0,130,956.532915,False,0.40590256452560425
-130.0,130,958.544476,False,0.3712078034877777
-130.0,130,960.559663,False,0.39600351452827454
-137.0,137,964.8242,False,0.576755166053772
-130.0,130,966.900532,False,0.40441083908081055
-130.0,130,968.956093,False,0.8243982195854187
-75.0,76,970.164357,True,0.9961658716201782
-130.0,130,972.247643,False,0.5865430235862732
-130.0,130,975.007421,False,0.36319324374198914
-130.0,130,976.983409,False,0.809133768081665
-130.0,130,979.055987,False,0.4039853513240814
-130.0,130,981.172929,False,0.33062270283699036
-130.0,130,983.181251,False,0.8590267300605774
-130.0,130,985.337216,False,0.3459138572216034
-130.0,130,987.760758,False,0.33070194721221924
-130.0,130,990.136271,False,0.5380150675773621
-130.0,130,992.288609,False,0.4643787443637848
-130.0,130,994.381297,False,0.9201209545135498
-130.0,130,996.566269,False,0.5815908908843994
-130.0,130,998.69116,False,0.33565542101860046
-130.0,130,1000.815884,False,0.3455926179885864
-116.0,117,1002.739359,True,0.9907757639884949
-130.0,130,1004.864629,False,0.49232184886932373
-130.0,130,1007.045959,False,0.5172789096832275
-130.0,130,1010.22745,False,0.3403369188308716
-128.0,129,1012.523814,True,0.9947972297668457
-130.0,130,1014.818314,False,0.33757445216178894
-130.0,130,1017.329327,False,0.5361891388893127
-130.0,130,1020.000201,False,0.3772891163825989
-130.0,130,1022.282337,False,0.33339765667915344
-130.0,130,1024.717257,False,0.4181167781352997
-130.0,130,1027.189533,False,0.46940165758132935
-81.0,82,1028.837538,True,0.9907405972480774
-130.0,130,1031.311634,False,0.4635428190231323
-130.0,130,1033.627586,False,0.9840642213821411
-130.0,130,1036.009589,False,0.908179759979248
-130.0,130,1038.294149,False,0.3950326144695282
-130.0,130,1040.81469,False,0.33474960923194885
-130.0,130,1043.342027,False,0.4159489572048187
-130.0,130,1045.586051,False,0.365135133266449
-130.0,130,1048.632071,False,0.34072360396385193
-130.0,130,1050.674541,False,0.4141252934932709
-130.0,130,1052.661688,False,0.39529353380203247
-130.0,130,1054.643126,False,0.34428906440734863
-130.0,130,1056.626347,False,0.4712109863758087
-130.0,130,1058.616506,False,0.41487908363342285
-130.0,130,1060.749372,False,0.4290131628513336
-130.0,130,1062.89687,False,0.593865156173706
-52.0,53,1063.758014,True,0.992622435092926
-130.0,130,1065.909949,False,0.4669778645038605
-130.0,130,1068.008245,False,0.3395845890045166
-130.0,130,1070.202337,False,0.5367136001586914
-130.0,130,1072.355458,False,0.5261535048484802
-130.0,130,1074.47316,False,0.4786120355129242
-130.0,130,1076.514968,False,0.6832384467124939
-130.0,130,1078.702464,False,0.34259575605392456
-75.0,76,1080.806433,True,0.9989035725593567
-130.0,130,1082.878615,False,0.7171430587768555
-52.0,53,1083.764515,True,0.9904331564903259
-130.0,130,1085.840539,False,0.3469790518283844
-130.0,130,1087.930022,False,0.33476489782333374
-130.0,130,1090.088657,False,0.3423013687133789
-130.0,130,1092.354963,False,0.33357012271881104
-130.0,130,1094.801529,False,0.37483254075050354
-130.0,130,1097.093357,False,0.3380776643753052
-130.0,130,1099.232094,False,0.6196012496948242
-130.0,130,1101.368214,False,0.34939002990722656
-130.0,130,1103.590036,False,0.3763834238052368
-130.0,130,1105.861672,False,0.81894451379776
-130.0,130,1108.04146,False,0.3855384290218353
-130.0,130,1110.178044,False,0.48056530952453613
-130.0,130,1112.381348,False,0.5419732332229614
-130.0,130,1114.518923,False,0.38510775566101074
-74.0,75,1116.582765,True,0.9969066381454468
-130.0,130,1118.742437,False,0.4383242130279541
-130.0,130,1120.916075,False,0.41674989461898804
-130.0,130,1123.333954,False,0.34122470021247864
-76.0,77,1124.703349,True,0.99381422996521
-130.0,130,1127.090539,False,0.39664992690086365
-130.0,130,1129.500744,False,0.595127522945404
-130.0,130,1132.006449,False,0.34900224208831787
-130.0,130,1134.754426,False,0.33382874727249146
-130.0,130,1137.067802,False,0.5439915060997009
-130.0,130,1139.630907,False,0.3377913534641266
-130.0,130,1141.944813,False,0.43620097637176514
-130.0,130,1144.303749,False,0.4631975591182709
-130.0,130,1146.722032,False,0.5071029663085938
-130.0,130,1149.20695,False,0.48005032539367676
-130.0,130,1151.547913,False,0.484056293964386
-130.0,130,1154.534129,False,0.5278012752532959
-130.0,130,1156.6872,False,0.393456369638443
-130.0,130,1158.890757,False,0.8821466565132141
-130.0,130,1161.1436,False,0.7582371830940247
-130.0,130,1163.485888,False,0.34314224123954773
-65.0,66,1164.697223,True,0.9944486021995544
-130.0,130,1167.002175,False,0.4328262209892273
-130.0,130,1169.234372,False,0.3643832504749298
-130.0,130,1171.469702,False,0.4394757151603699
-130.0,130,1173.687574,False,0.8890567421913147
-130.0,130,1175.983906,False,0.4138854444026947
-130.0,130,1178.181469,False,0.5390360951423645
-130.0,130,1180.413515,False,0.3396265208721161
-130.0,130,1182.621202,False,0.5589199066162109
-130.0,130,1184.848788,False,0.40839165449142456
-130.0,130,1187.171447,False,0.8065401911735535
-130.0,130,1189.408412,False,0.39421916007995605
-236.0,236,1196.042234,False,0.47959500551223755
-130.0,130,1198.316455,False,0.4138941168785095
-130.0,130,1200.604533,False,0.38453739881515503
-130.0,130,1202.851495,False,0.512786865234375
-130.0,130,1205.179654,False,0.3316151201725006
-130.0,130,1207.609846,False,0.35881638526916504
-130.0,130,1209.962519,False,0.4592798352241516
-130.0,130,1212.296921,False,0.4114868938922882
-26.0,27,1212.785265,True,0.993863046169281
-130.0,130,1214.989695,False,0.6774356365203857
-130.0,130,1217.186576,False,0.5233322978019714
-130.0,130,1219.574513,False,0.35938581824302673
-93.0,94,1221.204538,True,0.9976967573165894
-130.0,130,1223.52592,False,0.48334887623786926
-23.0,24,1223.949124,True,0.9945703148841858
-129.0,130,1226.285385,True,0.9970991015434265
-130.0,130,1229.576803,False,0.5516876578330994
-130.0,130,1231.743055,False,0.41012802720069885
-130.0,130,1233.962399,False,0.34573015570640564
-130.0,130,1236.313991,False,0.4033336639404297
-130.0,130,1238.599898,False,0.6509124040603638
-130.0,130,1240.837692,False,0.346848726272583
-130.0,130,1243.047431,False,0.3334890604019165
-130.0,130,1245.35732,False,0.38617849349975586
-130.0,130,1247.655061,False,0.9614042043685913
-18.0,19,1247.984779,True,0.9936655759811401
-130.0,130,1250.315761,False,0.33471474051475525
-130.0,130,1252.535412,False,0.36241063475608826
-130.0,130,1254.762578,False,0.35680320858955383
-130.0,130,1256.950765,False,0.3371051549911499
-130.0,130,1259.173851,False,0.5032950043678284
-130.0,130,1261.513875,False,0.33823394775390625
-130.0,130,1263.731017,False,0.7992416024208069
-130.0,130,1266.660303,False,0.38796722888946533
-130.0,130,1268.823432,False,0.3509650230407715
-130.0,130,1271.187179,False,0.3569452464580536
-130.0,130,1273.625372,False,0.4335475564002991
-130.0,130,1276.091573,False,0.353695809841156
-130.0,130,1278.403568,False,0.4372527301311493
-130.0,130,1280.679631,False,0.3314000964164734
-130.0,130,1283.177327,False,0.33538150787353516
-101.0,102,1285.26637,True,0.9949327707290649
-130.0,130,1287.653281,False,0.5589706897735596
-130.0,130,1289.979968,False,0.7176491022109985
-130.0,130,1292.363951,False,0.33767518401145935
-130.0,130,1294.65055,False,0.3957231342792511
-130.0,130,1296.941952,False,0.3551035523414612
-130.0,130,1299.188038,False,0.37578484416007996
-130.0,130,1301.441486,False,0.48371443152427673
-130.0,130,1304.399698,False,0.7239323258399963
-130.0,130,1306.465997,False,0.3345673680305481
-130.0,130,1308.656709,False,0.618782103061676
-130.0,130,1310.978358,False,0.3394709527492523
-108.0,109,1312.89936,True,0.9917165637016296
-130.0,130,1315.213611,False,0.554136335849762
-130.0,130,1317.449747,False,0.590378999710083
-130.0,130,1319.684326,False,0.5140824317932129
-130.0,130,1321.988156,False,0.4788069725036621
-45.0,46,1322.795562,True,0.9911415576934814
-130.0,130,1325.176109,False,0.45386797189712524
-130.0,130,1327.418443,False,0.35805851221084595
-130.0,130,1329.700004,False,0.3399007320404053
-130.0,130,1331.966322,False,0.4389279782772064
-130.0,130,1334.296707,False,0.5945985317230225
-130.0,130,1336.602638,False,0.7826114296913147
-130.0,130,1338.779585,False,0.44106248021125793
-83.0,84,1340.814035,True,0.9916030764579773
-130.0,130,1342.925556,False,0.8756567239761353
-130.0,130,1345.255545,False,0.46945956349372864
-130.0,130,1347.609845,False,0.35888171195983887
-130.0,130,1349.964902,False,0.33695876598358154
-130.0,130,1352.270027,False,0.4009191393852234
-130.0,130,1354.480323,False,0.3350042998790741
-130.0,130,1356.814793,False,0.4194622337818146
-130.0,130,1359.123295,False,0.4255105257034302
-130.0,130,1361.351379,False,0.33042094111442566
-130.0,130,1363.570692,False,0.3325929641723633
-82.0,83,1364.96384,True,0.991173505783081
-130.0,130,1367.220146,False,0.33326905965805054
-130.0,130,1369.506412,False,0.34419548511505127
-130.0,130,1371.711338,False,0.5303651094436646
-130.0,130,1373.917934,False,0.38653039932250977
-130.0,130,1376.895901,False,0.4039003551006317
-130.0,130,1379.234206,False,0.4076918959617615
-115.0,116,1381.222022,True,0.9901447892189026
-130.0,130,1383.491791,False,0.7005683183670044
-130.0,130,1385.793835,False,0.8195750713348389
-130.0,130,1388.081303,False,0.33179664611816406
-130.0,130,1390.332026,False,0.870786726474762
-98.0,99,1392.038491,True,0.9901889562606812
-130.0,130,1394.323448,False,0.8266410231590271
-130.0,130,1396.561477,False,0.745292067527771
-130.0,130,1398.90877,False,0.37964504957199097
-130.0,130,1401.099992,False,0.33743777871131897
-130.0,130,1403.27735,False,0.9242814183235168
-130.0,130,1405.514166,False,0.5565445423126221
-130.0,130,1407.723249,False,0.47285306453704834
-130.0,130,1410.026127,False,0.7301328182220459
-130.0,130,1412.894024,False,0.3397376537322998
-130.0,130,1414.991116,False,0.9133166670799255
-130.0,130,1417.087445,False,0.673224151134491
-130.0,130,1419.438271,False,0.4746893346309662
-130.0,130,1421.678037,False,0.7434955835342407
-130.0,130,1423.917836,False,0.40119507908821106
-237.0,237,1430.384277,False,0.612595796585083
-130.0,130,1432.601153,False,0.6182664632797241
-130.0,130,1434.807585,False,0.5215300917625427
-130.0,130,1437.09813,False,0.39625731110572815
-130.0,130,1439.368946,False,0.4249095022678375
-130.0,130,1441.630146,False,0.44718149304389954
-130.0,130,1443.8081,False,0.3309115767478943
-130.0,130,1445.987708,False,0.5683630108833313
-130.0,130,1448.212646,False,0.6624575257301331
-130.0,130,1451.177819,False,0.33413416147232056
-130.0,130,1453.323053,False,0.6525160670280457
-130.0,130,1455.55226,False,0.3675820827484131
-130.0,130,1457.730761,False,0.5178577303886414
-130.0,130,1459.936863,False,0.41147083044052124
-130.0,130,1462.276935,False,0.619198739528656
-56.0,57,1463.24874,True,0.9953076839447021
-130.0,130,1465.442774,False,0.367911696434021
-130.0,130,1467.665097,False,0.6013011336326599
-130.0,130,1469.883924,False,0.6583656072616577
-130.0,130,1472.146046,False,0.4048326015472412
-130.0,130,1474.372945,False,0.6573463678359985
-130.0,130,1476.630364,False,0.33662569522857666
-130.0,130,1478.795017,False,0.5679410099983215
-130.0,130,1481.007413,False,0.44625985622406006
-130.0,130,1483.313926,False,0.41485437750816345
-130.0,130,1486.194925,False,0.47293123602867126
-28.0,29,1486.663673,True,0.9954712390899658
-130.0,130,1488.744612,False,0.654440701007843
-130.0,130,1490.917933,False,0.7807470560073853
-130.0,130,1493.219954,False,0.4612565338611603
-87.0,88,1494.752448,True,0.9916825890541077
-130.0,130,1496.927488,False,0.5332099199295044
-130.0,130,1499.179348,False,0.8080266714096069
-130.0,130,1501.417675,False,0.3382453918457031
-130.0,130,1503.717423,False,0.33736419677734375
-67.0,68,1504.874955,True,0.9939893484115601
-130.0,130,1507.096132,False,0.33490991592407227
-130.0,130,1509.270339,False,0.39692339301109314
-130.0,130,1511.399319,False,0.7015540599822998
-130.0,130,1513.745672,False,0.5547690987586975
-130.0,130,1516.003325,False,0.659748911857605
-130.0,130,1518.230876,False,0.33811357617378235
-130.0,130,1520.470673,False,0.4764976501464844
-130.0,130,1523.27836,False,0.6596320271492004
-130.0,130,1525.48704,False,0.6800301671028137
-130.0,130,1527.776393,False,0.6766267418861389
-130.0,130,1530.048073,False,0.33960744738578796
-130.0,130,1532.350905,False,0.3551522493362427
-130.0,130,1534.558445,False,0.6350237131118774
-130.0,130,1536.898692,False,0.5705429315567017
-130.0,130,1539.188239,False,0.5784805417060852
-130.0,130,1541.434806,False,0.3449710011482239
-130.0,130,1543.713588,False,0.8532112836837769
-130.0,130,1546.085082,False,0.3334473967552185
-81.0,82,1547.4663,True,0.9922557473182678
-130.0,130,1549.723676,False,0.33285340666770935
-130.0,130,1551.888562,False,0.3522678017616272
-130.0,130,1554.103271,False,0.5275505185127258
-130.0,130,1556.437843,False,0.5174180269241333
-130.0,130,1559.250839,False,0.35512757301330566
-130.0,130,1561.306191,False,0.786756157875061
-130.0,130,1563.584422,False,0.3318639099597931
-130.0,130,1565.808804,False,0.40814903378486633
-130.0,130,1568.101127,False,0.34644636511802673
-130.0,130,1570.314487,False,0.5673585534095764
-130.0,130,1572.552236,False,0.3384476900100708
-130.0,130,1574.73473,False,0.3306368291378021
-130.0,130,1577.022475,False,0.33302682638168335
-130.0,130,1579.2931,False,0.3362443149089813
-130.0,130,1581.518392,False,0.40362802147865295
-130.0,130,1583.743014,False,0.4828336238861084
-130.0,130,1585.990734,False,0.33371642231941223
-130.0,130,1588.264142,False,0.5576751232147217
-130.0,130,1590.427801,False,0.5334581732749939
-9.0,10,1590.600161,True,0.9984245896339417
-130.0,130,1592.858679,False,0.663897693157196
-130.0,130,1595.636699,False,0.37229418754577637
-130.0,130,1597.76751,False,0.5346119999885559
-130.0,130,1599.985195,False,0.4294240176677704
-130.0,130,1602.263558,False,0.33540838956832886
-75.0,76,1603.598509,True,0.998289942741394
-130.0,130,1605.807771,False,0.34553611278533936
-130.0,130,1608.019033,False,0.7078781723976135
-14.0,15,1608.286816,True,0.9969598650932312
-130.0,130,1610.593224,False,0.4317042827606201
-130.0,130,1612.803903,False,0.34847739338874817
-130.0,130,1614.979877,False,0.7376607060432434
-130.0,130,1617.140123,False,0.576117753982544
-130.0,130,1619.415532,False,0.3766326904296875
-130.0,130,1621.611391,False,0.33706972002983093
-130.0,130,1623.84367,False,0.622281014919281
-130.0,130,1626.086032,False,0.3471868932247162
-130.0,130,1628.252274,False,0.7167431712150574
-130.0,130,1631.136292,False,0.33465537428855896
-130.0,130,1633.514134,False,0.4690515995025635
-130.0,130,1635.853593,False,0.3509543836116791
-130.0,130,1638.084504,False,0.48347538709640503
-64.0,65,1639.225508,True,0.9902015328407288
-130.0,130,1641.520586,False,0.35115212202072144
-58.0,59,1642.557218,True,0.9982832074165344
-130.0,130,1644.770745,False,0.34656792879104614
-130.0,130,1646.96465,False,0.4510961174964905
-130.0,130,1649.209436,False,0.34302133321762085
-130.0,130,1651.562109,False,0.37457987666130066
-53.0,54,1652.53214,True,0.9918895363807678
-130.0,130,1654.740595,False,0.36574408411979675
-177.0,177,1659.858142,False,0.4947250783443451
-130.0,130,1662.164265,False,0.4003583788871765
-130.0,130,1664.34406,False,0.8501284718513489
-130.0,130,1666.601302,False,0.41206419467926025
-130.0,130,1669.474791,False,0.7802153825759888
-23.0,24,1669.866035,True,0.9915669560432434
-130.0,130,1672.047898,False,0.6796342730522156
-130.0,130,1674.30314,False,0.34588390588760376
-22.0,23,1674.694628,True,0.9962969422340393
-130.0,130,1676.964359,False,0.34756284952163696
-130.0,130,1679.204907,False,0.79034024477005
-130.0,130,1681.401629,False,0.41878271102905273
-130.0,130,1683.661243,False,0.7798251509666443
-130.0,130,1685.855489,False,0.4790462851524353
-130.0,130,1688.050232,False,0.619975745677948
-130.0,130,1690.292222,False,0.36700671911239624
-74.0,75,1691.692644,True,0.9958034753799438
-130.0,130,1694.013256,False,0.3345581591129303
-130.0,130,1696.243751,False,0.33316144347190857
-130.0,130,1698.505166,False,0.3707774877548218
-130.0,130,1700.761856,False,0.443026065826416
-89.0,90,1702.346376,True,0.9923180341720581
-130.0,130,1705.166142,False,0.5367096662521362
-130.0,130,1707.326165,False,0.5541635155677795
-130.0,130,1709.578536,False,0.5739015340805054
-130.0,130,1711.802773,False,0.343776673078537
-130.0,130,1714.027529,False,0.5896353125572205
-130.0,130,1716.206573,False,0.6297098398208618
-130.0,130,1718.399167,False,0.9714196920394897
-130.0,130,1720.58922,False,0.34122326970100403
-130.0,130,1722.784971,False,0.340696781873703
-130.0,130,1725.087865,False,0.33505722880363464
-31.0,32,1725.635206,True,0.997438371181488
-130.0,130,1727.825785,False,0.3819136619567871
-130.0,130,1730.082789,False,0.460921972990036
-130.0,130,1732.323505,False,0.6644522547721863
-130.0,130,1734.525407,False,0.5772144198417664
-103.0,104,1736.419844,True,0.9907286763191223
-130.0,130,1739.409671,False,0.5067779421806335
-130.0,130,1741.444352,False,0.6093624830245972
-130.0,130,1743.604143,False,0.3486926257610321
-120.0,121,1745.753842,True,0.9974378943443298
-130.0,130,1747.995092,False,0.43085092306137085
-130.0,130,1750.223587,False,0.6781132221221924
-130.0,130,1752.416358,False,0.5209321975708008
-130.0,130,1754.576411,False,0.4262942373752594
-130.0,130,1756.961038,False,0.962105929851532
-130.0,130,1759.199772,False,0.4473171830177307
-130.0,130,1761.47189,False,0.7747515439987183
-130.0,130,1763.631543,False,0.8009658455848694
-51.0,52,1764.493306,True,0.9913925528526306
-130.0,130,1766.736381,False,0.33265459537506104
-130.0,130,1768.991264,False,0.7036165595054626
-130.0,130,1771.246322,False,0.4072335958480835
-130.0,130,1773.451435,False,0.34278589487075806
-130.0,130,1776.347267,False,0.34492093324661255
-130.0,130,1778.571596,False,0.9330757856369019
-130.0,130,1780.776649,False,0.4763035178184509
-130.0,130,1782.998518,False,0.7037498950958252
-130.0,130,1785.270457,False,0.828931987285614
-130.0,130,1787.57153,False,0.6820213794708252
-130.0,130,1789.843735,False,0.7246133685112
-130.0,130,1792.098134,False,0.49407729506492615
-130.0,130,1794.383521,False,0.41740164160728455
-16.0,17,1794.66562,True,0.9901747703552246
-130.0,130,1796.903932,False,0.39591971039772034
-130.0,130,1799.158816,False,0.7289177775382996
-130.0,130,1801.35087,False,0.3854255676269531
-130.0,130,1803.604544,False,0.5943962931632996
-130.0,130,1805.778222,False,0.8603531718254089
-130.0,130,1807.921972,False,0.4127458930015564
-130.0,130,1810.238979,False,0.3356747031211853
-130.0,130,1813.012495,False,0.37171053886413574
-130.0,130,1815.140151,False,0.3994883894920349
